Date,AAPL,MSFT,NVDA,AMZN,GOOGL,META,JPM,XOM,JNJ,PG,V,HD,BAC,KO,DIS
2018-03-22,42.21051412321192,156.7079843153515,97.6498246551439,118.5796246511649,119.95774584266705,192.30974946897825,255.36350638231238,263.74848022713286,277.57761778292496,43.70724935760084,232.83128410898146,266.28952495155227,223.15634199563792,72.92665074384578,281.50876743103186
2018-03-23,42.31097926481953,155.732863489374,97.9059002965109,118.0384723329297,117.22386941605235,193.02430540890307,256.0207144480871,258.1518768216932,275.55664238602117,43.87403424276646,232.53117369656883,265.3848030392258,224.1135636576075,72.97727390422061,281.3752201755772
2018-03-26,41.93879099511784,154.03501688604942,98.28233893157152,117.34328100928886,116.50087053690689,191.15061372565944,253.98169524306644,252.6727772215514,275.18392855639706,43.96940076881993,233.1314475299805,266.2866902345497,223.80412602188346,72.90398525459783,278.8144920370937
2018-03-27,40.92859249721856,152.4061080264068,98.25153859400535,117.49171049028283,118.37119100460622,189.98033182851233,255.41593144697688,249.77804299317523,269.4097218562483,43.921463422727136,233.97846162862234,263.9117595940405,220.48076310898614,72.59096727607502,278.8406183471243
2018-03-28,38.982545239553644,151.74180928217208,96.5285524439721,116.6068255329928,111.42210070351307,186.65398993343877,254.48110067795292,253.5620648592196,267.1810363810945,44.71684959552991,230.013281565903,260.40509801893444,218.6463579184179,71.70360647380339,276.6101786377987
2018-03-29,38.88588421840726,153.08456810407702,97.64239010508862,117.94681337903366,110.82462556684102,188.57835565469054,256.5092842351347,254.9466711001336,267.5638592325932,43.925897175764355,231.68812332554225,262.6640350958931,219.77341245012383,71.36464527089132,275.3418359408451
2018-03-30,39.10321831559455,153.13108626108612,98.84902970961971,117.36983583175875,110.098659509237,187.4255255394285,256.9188665511407,262.18191226847864,270.1650851296402,44.007104878356124,233.1816348046515,263.3905112460747,220.00756138956476,71.28439441727426,276.39413830036744
2018-04-02,39.725359816371565,153.5414760673367,99.1124775377753,117.75087908647929,110.16962677601148,188.10069556741146,257.06101150590706,273.384936646675,272.9034389859287,44.86836554021606,233.56982854304067,264.29579799938193,220.74018141098003,71.67366561867257,279.65469669187706
2018-04-03,39.30511280253982,153.53573775571613,100.38222567921736,118.60993645926787,112.23247525319017,188.74617151867875,256.2648672210685,266.38930240741746,272.0855778357973,44.53510938550757,237.73193033102763,268.56180316069,221.36133804956017,72.10730771751808,280.772934582016
2018-04-04,39.59603758067271,153.6301742019267,100.87044415603208,118.73871532335829,112.52878930593346,189.59164937314344,255.8668002262941,256.6623807422058,271.90584692097855,44.301652941199805,235.2182444259922,267.1615939025592,220.41780175862112,72.50706300621161,279.82223230159366
2018-04-05,39.052483133195736,153.2390835766749,100.04321954406605,119.50599429280386,112.50132220922772,187.73991124800554,256.60424956685466,257.5137292969613,270.9905575476203,44.68033243327106,233.03371103310894,268.5889472757034,220.1764967990778,72.38893252836554,277.08166796298855
2018-04-06,38.93813739773702,153.21651122366703,99.1893185640119,119.74620585424057,112.73524205562761,186.52545905871912,257.3429134046651,269.19450898461326,269.39213496669186,44.31452934298794,235.2819882897606,269.5287291200007,220.04081388231805,72.7208580372953,277.4552638313034
2018-04-09,39.339767529648284,153.0629451765142,99.30526849190721,120.22173444878092,109.5662927538432,187.73262762953934,256.48689325574674,272.4038191768011,273.41124459291603,44.24425959105941,233.88191645413352,269.20399453263184,218.6632039720647,74.07262851499601,277.0918985237665
2018-04-10,39.997880357790606,153.54787289482024,99.70345022761802,121.04652854423101,108.43141976285564,188.51764877093873,257.53696161452893,271.7085272144164,272.36386593834436,44.90348409205429,236.45126266479315,274.02974638596464,217.668446797137,73.9469421619427,276.93338066664927
2018-04-11,40.44321227115416,153.32434972895936,99.190938516588,120.86691963459404,107.12012625345808,190.18916692926325,259.19048634557566,269.1599370866583,271.254071061057,43.863956751639385,235.93789845122836,278.8000916856296,217.31686893071503,73.7578641885532,280.1110952830377
2018-04-12,40.36423357097519,156.41448086365648,102.78111996621679,122.7280602398384,111.10842710046704,190.81327347242234,259.51105857886824,268.2150672367807,278.4663665316651,44.4812237196116,239.09999497937048,278.833138853872,219.78637405319668,74.57951636161015,283.42470773141565
2018-04-13,40.01705273262281,157.46151091294212,103.06940462116538,123.76014095745725,107.16680031966976,192.70955235976535,261.3134036344408,268.7367884205619,281.60605338613584,45.13672137512716,237.05025681286943,280.626567602999,219.3895159056845,75.06734449465858,285.64785100680916
2018-04-16,39.621594410248825,156.79878472255174,102.53906414544706,123.62935250395697,105.10063828773733,191.71559807461298,260.3417317722688,264.4183392176281,278.94851728743356,44.79065853308495,239.573801730963,280.0720301974723,217.26491403052034,74.3718416114161,283.8438714032164
2018-04-17,40.390350454255746,157.0548296697618,102.83386755004278,125.15379337260806,104.55881992917388,191.5991346843722,261.45690927914694,260.77449210080283,286.8981875091692,44.43866679712042,239.9966116270557,282.336596468686,213.7670454917359,74.38505741807742,282.9690679933962
2018-04-18,40.36386656241738,155.41612112242663,102.38844849854608,124.9677618778617,105.00366194050245,193.5561769940671,258.10693511084213,259.2470627055525,285.43147920027843,44.352060705272194,239.70374514804763,281.25122186310045,209.9169625337567,74.37826552807537,281.791196810097
2018-04-19,40.77886123745765,155.393912285994,103.6041481519976,125.64339450950946,105.69594298077236,193.93842962603418,258.9168535590432,259.5048711338561,293.67864845181396,43.46999284503552,240.24618595348767,283.49544655798894,213.5749021813597,75.66064243813489,283.52758533195356
2018-04-20,40.14551002678779,154.0212798442227,103.26636774121233,126.49914753429417,105.10013377207193,192.30311048782707,259.65511730574457,258.8822693456857,290.7513193689713,42.753498882510705,241.56841046300363,284.30420778294757,210.56572789188303,75.581159973275,283.2593531148702
2018-04-23,39.45542001551039,154.44069120905024,103.01290328059657,125.29433550469938,108.46949520852353,190.0068587095085,260.962074501186,256.89279491962446,302.4978706972448,44.24156489149393,240.20803887988404,284.7786375591285,215.1468813459972,75.69588105881027,284.32327688445537
2018-04-24,38.090629527788195,152.25668760514213,102.21896351283698,123.24300145336004,106.88977440385912,180.13505255446628,259.433266534624,251.00545603490121,309.4152028349279,43.439066817063,238.33149607948482,283.599292887877,209.27032947120944,74.76699625106501,280.8166828859563
2018-04-25,37.70327870352483,150.21138935864275,102.22184035285503,121.33242030743085,106.15348603353301,184.42831185110845,259.17118673943907,247.46072215964142,315.53543063632713,43.32443981006282,236.1246336156615,281.2672139438253,210.78785192846058,74.28432595668917,277.05572911003776
2018-04-26,37.655147745230195,152.06131763797737,102.1054991544851,123.64221461461646,108.69532006704563,188.67199617139565,259.4971023795516,250.24735336215866,326.8141874205832,43.822087193295594,239.24663013910697,282.04302351128456,211.36147955638785,75.45294634364737,279.1947257788281
2018-04-27,36.78660083600795,151.99364670341527,102.49761346153906,124.66094409385897,110.22131335469896,189.3984195503132,261.4350556580757,250.5334775264251,328.7828514975193,43.79900602038953,240.02554230169392,281.3642755910022,215.7444513216451,74.44481972560853,280.7596665099362
2018-04-30,36.649941795474845,151.3082247097476,100.38018403537392,123.40319428627987,110.07533668406086,194.76845817230569,260.5816245701054,251.40661788905942,324.6055503333072,43.701198440211755,239.3242447904109,280.23506741025636,216.49330223708822,72.8824255273322,278.64679646932524
2018-05-01,36.86746594166297,152.90708214265564,100.56252981400958,123.01895983303676,113.22311886622715,194.33436798739177,262.57122904472584,251.13902610235726,326.4915603251427,43.513374948592606,242.1199343800493,282.5607320175064,220.64195009811317,72.49593226727585,276.1645295908851
2018-05-02,36.6070187698048,154.11091894353314,99.76209357420117,122.85714602161893,111.04318497143748,187.21015186593496,261.3299355326999,255.87812705074384,330.6013023354507,42.33629814004635,241.49753317161162,280.0113969041246,218.80342731548598,72.37023656713286,277.50202780034346
2018-05-03,36.984696060074775,154.26421232018035,99.90132481420729,123.33586051509786,108.20605718519373,201.81391961779408,259.71161801276304,256.3611706241099,327.4052331878911,41.85235081768136,241.50661304674506,280.3781060071514,218.34423037012183,72.28315597715148,280.1718053742203
2018-05-04,37.2940041419839,154.57879606087127,99.42016807109974,121.74316605091018,108.84446744802138,206.09983021692528,259.3916035626558,251.1334260124266,328.7140161454078,42.14825574287069,238.66651271894048,282.1680786832456,215.79925194860783,71.72349860136733,276.868448729437
2018-05-07,36.992922234920314,153.33644598597766,99.1589073396301,121.73410367191721,111.0436165455174,200.5905157245404,258.92924948716677,245.8371303539404,326.96117129922624,42.06194945762668,236.7395819882751,283.53754793452424,214.63365542685037,71.55216442061302,278.08985697635245
2018-05-08,36.855223957609624,153.9563179731025,99.80408178773219,122.27684245433352,110.49637643982969,194.60992041379052,257.3451029600778,241.57242995203043,330.18941192682064,42.200945380188095,236.23234670969572,279.5962221368984,213.381234612109,71.78678828393357,278.55669258486074
2018-05-09,37.22963361792054,158.2386423471797,100.66175795446165,121.34054028978842,109.7502788089615,198.62600794615884,258.18242419245047,242.95600047564864,330.83049633977,42.07055277561679,237.70610805184097,284.7160243116227,218.5421305498582,72.61362774234365,278.5680054828343
2018-05-10,37.2231260044263,157.99577482574867,101.3964008839311,121.66549966158038,109.49743745886924,209.40043627911982,258.18484093586494,244.41797262019924,333.5499714294454,42.42269827010948,238.74765652493784,289.3295422981604,214.14311416902805,72.97034335026467,279.2379739554698
2018-05-11,37.36076939057453,159.89209669410798,103.2751577002913,121.52422823260495,112.27672384685518,202.5397387246502,258.8868720107947,242.9547410128346,331.6728727716665,42.52443747068668,238.66360251362113,284.7167625544702,216.6457630749727,73.65552239991595,279.9054210110433
2018-05-14,37.2729053490636,159.39675570810985,101.6365232258489,120.13826128330572,112.88091325986626,207.9590620053788,258.75824256135195,243.6303823621167,334.97091561416954,43.016765194234594,237.20237767032427,285.2716621210504,215.09711065200895,73.55071537571452,283.2882309550048
2018-05-15,37.7627404932193,157.56398775561908,101.76491493062494,120.35527333988438,114.24663671450878,202.06717925997253,258.8671322618283,246.49335164420694,339.2396632169394,42.49349212548563,238.6033705380946,288.4740675350586,211.00522182839802,74.07234838301828,285.6449976382006
2018-05-16,37.29833681465659,156.63189469309165,100.24659631332311,119.64658906964537,113.3635331215252,202.38123702472228,258.38150615455334,249.43547738954146,346.5265106894686,42.46874726504488,237.20436549064607,287.07749449840037,203.8582337985762,74.20772918208436,283.62023480298706
2018-05-17,37.31039739928446,154.66333541810684,99.37085097333971,119.70972628988086,112.82128245133778,193.02359090359298,257.52424390912756,246.3077413151517,348.7941721441079,42.72241565209487,233.51795856126253,287.55452089395186,206.0675097843336,72.85762890507078,283.22771787575584
2018-05-18,36.96880273894185,156.14087832179868,98.69377669809685,117.25748360859964,114.50644328367687,187.88857047853972,257.6982693550965,245.86196922931668,347.8849096853227,43.03186639474876,234.03516274340032,290.9673529191543,209.75195405018388,71.70873547456783,284.75142143531787
2018-05-21,36.92036484097411,154.90777225910716,101.92032613136028,118.20918722041522,115.02509623198765,191.23484406269444,257.24920212141404,246.76935554868112,349.20003698608315,42.939746768222705,232.82817621476846,290.62527294850463,214.93896490832233,71.68250857116043,283.96703662040363
2018-05-22,36.940287171252926,154.6517295849265,104.47078774863532,118.72288366980142,114.66978570777229,184.26138589657734,257.48614733867475,245.0958034496196,347.0697641918486,43.10528684163172,233.13342202596866,286.20268809264894,220.4321821107289,70.37279165819358,284.64244346037884
2018-05-23,36.74106096783162,154.68892769963207,104.39489905594053,118.44716975476717,114.77083515559212,184.68845273332008,257.44368548258353,245.99631283212864,348.3290194014595,42.878749351736595,232.89104948487753,283.8897613794203,229.6607233689688,68.77377467054988,283.6108784289589
2018-05-24,36.12711403434974,156.38066185294284,104.37567413329128,120.37065832622402,114.5361247043288,188.888013226687,259.09899353637024,248.7473013918428,350.74539110699874,43.12356491567164,234.1113784910066,281.8103838181802,236.04036559699776,68.56815572904893,285.72869552319213
2018-05-25,37.2488320175876,157.35598007539753,104.60835337906767,120.61683523678082,115.65503947020746,194.3304718545097,260.5030635813617,256.92468678408073,354.75452218728395,43.67948884858868,235.70793817523327,286.09634646007004,235.87904145665766,67.86727435100988,288.8965729508782
2018-05-28,37.06687837561366,156.8544623125154,105.70779932524329,120.47225129561191,115.01113770455295,190.66660888999922,260.2189084920731,254.66039101435896,353.353697625722,43.73429918800103,235.0895950024773,287.9716199025668,234.71080155578844,69.52347796401511,287.52347856194496
2018-05-29,36.96073455234602,155.4497837241936,108.1675737007261,118.57216832426786,113.8942369104883,189.62399172438563,258.67891166226053,253.38571270797183,353.8784798393979,43.52431676905662,233.56388830927625,285.522918143619,229.63024369807943,69.1810444421066,284.7310364874021
2018-05-30,37.491024943116905,153.8556962329005,109.67239608272388,117.88235740260734,113.65765069942307,185.0592524459654,257.79925721103365,250.12140938202253,352.82808662855376,43.51954823229077,232.0141373546509,278.6619554318207,244.76045510380357,66.71876364439892,284.0487474038256
2018-05-31,37.021595133512264,154.49767978336462,108.74659734451853,116.21824276000049,113.90228679617582,180.67616050533906,257.0569404220815,250.69167716829844,354.1391294089159,43.07050156387214,230.64451760430532,278.936271141306,230.62435129288912,68.27192085907305,281.85472149949317
